,Postcode district,Post town,Coverage,Local authority area
19,PE22,BOSTON,"Benington, Butterwick, Carrington, Eastville, Freiston, Friskney, Frithville, Langrick, Leverton, Mareham-le-Fen, Moorby, New Bolingbroke, Old Leake, Revesby, Stickney, Wrangle",Boston
20,PE23,SPILSBY,"Spilsby, Asgarby, Aswardby, Bag Enderby, Dalby, East Kirkby, Firsby, Halton Holegate, Harrington, Keal Cotes, Langton, Mavis Enderby, Monksthorpe, Partney, Sausthorpe, Somersby",East Lindsey
21,PE24,SKEGNESS,"Addlethorpe, Anderby, Anderby Creek, Ashington End, Bratoft, Burgh Le Marsh, Chapel St Leonards, Croft, Hogsthorpe, Orby, Wainfleet",East Lindsey
22,PE25,SKEGNESS,"Skegness, Croft, Ingoldmells, Roman Bank",East Lindsey
23,PE26,HUNTINGDON,"Huntingdon, Ramsey, Bury, Ramsey Mereside, Upwood",Huntingdonshire
24,PE27,ST. IVES,"St Ives, Holywell, Needingworth",Huntingdonshire
25,PE28,HUNTINGDON,"Abbots Ripton, Alconbury, Alconbury Weston, Barham, Bluntisham, Brampton, Broughton, Buckworth, Bythorn, Catworth, Colne, Coppingford, Covington, Earith, Easton, Ellington, Fenstanton, Glatton, Grafham, Great Gidding, Great Stukeley, Hamerton, Hartford, Hemingford Abbots, Hemingford Grey, Hilton, Houghton, Keyston, Kimbolton, Kings Ripton, Leighton Bromswold, Little Gidding, Little Stukeley, Lower Dean, Molesworth, Old Hurst, Old Weston, Perry, Pidley, Sawtry, Somersham, Spaldwick, Stow Longa, Tilbrook, Upper Dean, Warboys, Wennington, Winwick, Wistow, Woodhurst, Woodwalton, Woolley, Wyton","Huntingdonshire, Bedford"
26,PE29,HUNTINGDON,"Huntingdon, Godmanchester, Hartford, Hinchingbrooke",Huntingdonshire
27,PE30,KING'S LYNN,"King's Lynn, North Wootton, South Wootton",King's Lynn and West Norfolk
28,PE31,KING'S LYNN,"Brancaster, Burnham Thorpe, Heacham, Snettisham, Wolferton, Burnham Market",King's Lynn and West Norfolk
29,PE32,KING'S LYNN,"East Lexham, East Winch, Leziate, Middleton, Mileham, Narborough","King's Lynn and West Norfolk, Breckland"
30,PE33,KING'S LYNN,"Barton Bendish, Fincham, Gooderstone","King's Lynn and West Norfolk, Breckland"
31,PE34,KING'S LYNN,"Clenchwarton, Islington, Stow Bardolph, Terrington St Clement, Tilney All Saints, Tilney St. Lawrence, Walpole Cross Keys, West Lynn, Wimbotsham",King's Lynn and West Norfolk
32,PE35,SANDRINGHAM,Sandringham,King's Lynn and West Norfolk
33,PE36,HUNSTANTON,"Hunstanton, Holme, Ringstead, Sedgeford, Thornham",King's Lynn and West Norfolk
34,PE37,SWAFFHAM,"Swaffham, Beachamwell, Cockley Cley, Necton, North Pickenham, South Pickenham",Breckland
35,PE38,DOWNHAM MARKET,"Downham Market, Salters Lode",King's Lynn and West Norfolk
36,PE99,PETERBOROUGH,,non-geographic
