,Postcode district,Post town,Coverage,Local authority area
10,GL9,BADMINTON,"Acton Turville, Didmarton, Dunkirk, Hawkesbury, Hawkesbury Common, Hawkesbury Upton, Inglestone Common, Little Badminton, Petty France, Tormarton","Cotswold, South Gloucestershire, Stroud, Wiltshire"
11,GL10,STONEHOUSE,"Bridgend, Colethrop, Eastington, Frocester, Haresfield, Kings Stanley, Leonard Stanley, Lower Mills, Nastend, Newtown, Nupend, Nympsfield, Oldends, Oxlynch, Ryeford, Standish, Standish Park, Stanley Downton, Stroudwater Business Park, Westend",Stroud
12,GL11,DURSLEY,"Ashmead Green, Bull Pitch, Cam, Coaley, Norman Hill, North Nibley, Owlpen, Sandpits, Stancombe, Stinchcombe, Tilsdown, Uley, Upper Wick, Wick, Woodfield, Woodmancote",Stroud
13,GL11,WOTTON-UNDER-EDGE,,non-geographic[3][4]
14,GL12,WOTTON-UNDER-EDGE,"Alderley, Bagstone, Bibstone, Bournstream, Bowcott, Bradley Green, Buckover, Charfield, Coombe, Cromhall, Cutts Heath, Damery, Falfield, Hall End, Heathend, Hillesley, Howley, Huntingford, Kingswood, Leyhill, Michaelwood, Milbury Heath, Old Town, Ozleworth, Southend, Swinhay, Synwell, Tabernacle Pitch, Tortworth, Tresham, Tytherington, Whitfield, Wickwar, Woodend, Wortley","Cotswold, South Gloucestershire, Stroud"
15,GL13,BERKELEY,"Abwell, Alkington, Berkeley Heath, Berrycroft, Bevington, Blackhall, Breadstone, Clapton, Hainses, Halmore, Ham, Ham Green, Hamfields, Hill, Hinton, Hystfield, Lower Stone, Mobley New Brookend, Newport, Newtown, Old Brookend, Pitbrook, Purton, Rockhampton, Sharpness, Stone, Wanswell, Woodford","South Gloucestershire, Stroud"
16,GL14,CINDERFORD,"Buckshaft, Denecroft, Forest Vale Industrial Estate, Hawkwell Green, Littledean, Lower Soudley, Ruspidge, Soudley, Trafalgar, Upper Soudley, Whimsey",Forest of Dean
17,GL14,NEWNHAM,"Awre, Blaize Bailey, Broadoak, Bullo Pill, Elton, Flaxley, Pope's Hill, Ruddle",Forest of Dean
18,GL14,WESTBURY-ON-SEVERN,"Adsett, Bollow, Chaxhill, Grange Court, Ley, Northwood Green, Rodley, Walmore Common, Wintles Hill",Forest of Dean
19,GL15,LYDNEY,"Allastone, Alvington, Aylburton, Bream, Hewelsfield, Lower Meend, Lower Yorkley, Netherend, Oldcroft, Parkend, Pillowell, St. Briavels, Viney Hill, Viney Woodside, Whitecroft, Woolaston, Yorkley, Yorkley Slade",Forest of Dean
20,GL15,BLAKENEY,"Blakeney Hill, Bradley Hill, Etloe, Upper Etloe",Forest of Dean
21,GL16,COLEFORD,"Bakers Hill, Berry Hill, Broadwell, Cannop, Christchurch, Clearwell, Coalway, Edge End, Ellwood, English Bicknor, Five Acres, Gorsty Knoll, Hillersland, Joyford, Joyford Hill, Little Drybrook, Lower Berry Hill, Lower Milkwall, Mile End, Milkwall, Mushet Industrial Park, Newland, Ready Penny, Shortstanding, Sling, Speech House, Staunton, Symonds Yat Rock, Tufthorn","Forest of Dean, Monmouthshire"
22,GL17,LYDBROOK,"Central Lydbrook, Joys Green, Lower Lydbrook, Upper Lydbrook, Worrall Hill",Forest of Dean
23,GL17,RUARDEAN,"Ruardean Woodside, The Pludds",Forest of Dean
24,GL17,DRYBROOK,"Brierley, Harrow Hill, Ruardean Hill",Forest of Dean
25,GL17,MITCHELDEAN,"Lower Shapridge, Plump Hill, Wigpool",Forest of Dean
26,GL17,LONGHOPE,"Blaisdon, Little London, May Hill",Forest of Dean
27,GL18,NEWENT,"Castle Tump, Cliffords Mesne, Four Oaks, Great Boulsdon, Highleadon, Hillend Green, Kilcot, Lower Boulsdon, Malswick, Oxenhall, Pool Hill, Upleadon",Forest of Dean
28,GL18,DYMOCK,"Broomsgreen, Greenway, Hallwood Green, Kempley, Ketford, Knights Green, Leddington, Ryton, Tillers Green",Forest of Dean
29,GL19,GLOUCESTER,"Apperley, Ashleworth, Birdwood, Chaceley, Coombe Hill, Corse, Corse Lawn, Deerhurst, Deerhurst Walton, Eldersfield, Forthampton, Hartpury, Hasfield, Huntley, Lower Apperley, Pendock, Redmarley, Staunton, Taynton, The Leigh, Tibberton, Tirley, Walton Hill","Forest of Dean, Gloucester, Malvern Hills, Tewkesbury"
30,GL20,TEWKESBURY,"Alderton, Alstone, Alstone Fields, Ashchurch, Aston Cross, Aston-on-Carrant, Back of Avon, Beckford, Bredon, Bredons Hardwick, Bredons Norton, Bushley, Claydon, Conderton, Fiddington, Grafton, Great Washbourne, Homedowns, Kemerton, Kinsham, Little Washbourne, Longdon, Natton Northway, Overbury, Pamington, Ripple, Shuthonger, Teddington, Tewkesbury Business Park, Tredington, Twyning, Uckinghall, Walton Cardiff, Westmancote","Malvern Hills, Tewkesbury, Wychavon"
31,GL50,CHELTENHAM,Prestbury,"Cheltenham, Tewkesbury"
32,GL51,CHELTENHAM,"Badgeworth, Bamfurlong, Bentham, Boddington, Cheltenham Trade Park, Elmstone Hardwicke, Gloucestershire Airport, Hayden, Kingsditch Trading Estate, Knightsbridge, Leckhampton, Little Shurdington, Shurdington, St. Marks, Staverton, Staverton Technology Park, Swindon Village, The Reddings, Uckington, Up Hatherley","Cheltenham, Tewkesbury"
33,GL52,CHELTENHAM,"Battledown, Bishops Cleeve, Charlton Kings, Cleeve Hill, Gotherington, Oxenton, Prestbury, Southam, Stoke Orchard, Woodmancote, Woodmancote Park","Cheltenham, Tewkesbury"
34,GL53,CHELTENHAM,"Caudle Green, Charlton Kings, Coberley, Coberley Village, Colesbourne, Cowley, Elkstone, Leckhampton, Leckhampton Hill, Seven Springs, Syde, Ullenwood, Upper Coberley","Cheltenham, Cotswold, Tewkesbury"
35,GL54,CHELTENHAM,"Aldsworth, Andoversford, Bourton-on-the-Water, Brockhampton, Calcot, Charlton Abbotts, Charlton Kings, Chedworth, Clapton, Cold Aston, Coln Rogers, Coln St. Dennis, Compton Abdale, Condicote, Cutsdean, Didbrook, Eastington, Farmington, Fossebridge, Great Rissington, Greet, Gretton, Guiting Power, Hailes, Hampnett, Hawling, Hazleton, Icomb, Little Rissington, Lower Chedworth, Lower Coscombe, Lower Dowdeswell, Lower Slaughter, Lower Swell, Maugersbury, Middle Chedworth, Naunton, Northleach, Notgrove, Old Hinchwick, Salperton, Sevenhampton, Sherborne, Shipton Oliffe, Stanley Pontlarge, Stanway, Stow on the Wold, Temple Guiting, Toddington, Turkdean, Upper Dowdeswell, Upper Rissington, Upper Slaughter, Upper Swell, Whittington, Winchcombe, Withington, Wood Stanway, Wyck Rissington, Yanworth","Cheltenham, Cotswold, Tewkesbury"
36,GL55,CHIPPING CAMPDEN,"Aston Sub Edge, Broad Campden, Burnt Norton, Charingworth, Ebrington, Hidcote Bartrim, Hidcote Boyce, Mickleton, Paxford, Weston-Sub Edge","Cotswold, Stratford-on-Avon"
37,GL56,MORETON-IN-MARSH,"Adlestrop, Aston Magna, Barton-on-the-Heath, Batsford, Blockley, Bourton on the Hill, Broadwell, Chastleton, Daylesford, Donnington, Dorn, Draycott, Evenlode, Little Compton, Longborough, Lower Lemington, Oddington, Old Town, Sezincote, Snowshill Hill, Springhill Stretton on Fosse, Todenham, Upper Oddington","Cotswold, Stratford-on-Avon, Tewkesbury, West Oxfordshire"
